kode pengungsian,name,alamat lengkap,latitude,longitude,kapasitas (jiwa)
JPM91,Masjid An Nur,"Jl. Medan Merdeka Sel. No.18, RT.5/RW.2, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110",-6.1799381,106.8245088,1000
JPM92,Masjid Baiturrahman Kramat Lontar,"Jl. Kramat Lontar Gg. 9 No.80 2, RT.2/RW.1, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440",-6.1895948,106.8487628,1000
JPM93,Masjid Al Abror Gedung Pos Ibukota,"RRJM+WHW, Pasar Baru, Sawah Besar, Central Jakarta City, Jakarta 10710",-6.1676373,106.8339409,1000
JPM94,"Masjid Jami Nurul Islam, Karang Anyar, Jakarta Pusat","Jl. B III No.Dalam, RT.2/RW.5, Karang Anyar, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10745",-6.1557544,106.8283274,1000
JPM95,Masjid Jami Alkhosyi'ien,"Jl 23, RT.6/RW.3, Kebon Kacang, Tanah Abang, Central Jakarta City, Jakarta 10240",-6.189961,106.820434,1000
JPM96,An Nur Mosque,"JL. Kelinci II, No. 3 RT. 012/04, Sawah Besar, RT.13/RW.4, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710",-6.1640169,106.8357918,1000
JPM97,Masjid Baiturrahman,"Jl. Petojo Enclek XIII No.37 10, RT.9/RW.7, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10160",-6.1713653,106.817939,1000
JPM98,Masjid Al-Hidayah,"Jl. Kramat Kwitang No.12, RT.5/RW.7, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420",-6.1812648,106.8419741,1000
JPM99,Masjid Al Mubarok,"Jl. Abdul Muis No.24, RT.11/RW.8, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10160",-6.1713014,106.8205824,1000
JPM100,MASJID Nurussalam (LDII),"Jl. Pembangunan II Dalam No.41 7, RT.5/RW.2, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130",-6.1634978,106.8160383,1000
JPM101,Masjid Al Ihsan - Menara Bank BTN,"Menara Bank BTN, JL. Gajah Mada, Petojo Utara, 10130 Jakarta Pusat, Indonesia, RT.2/RW.8, North Petojo, Gambir, Central Jakarta City, Jakarta 10130",-6.1672023,106.8191681,1000
JPM102,Masjid Rihlatul Jannah,"RRCC+5V4, RT.2/RW.3, Gambir, Central Jakarta City, Jakarta 10110",-6.1796154,106.8221929,1000
JPM103,Masjid Al-Muawanah,"Jl. Kebon Dalam No.45, RT.6/RW.6, Kp. Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",-6.1851848,106.8134225,1000
JPM104,Masjid Jami Tarihunniyah,"Jl. Kebon Sirih Barat I Gg. 10 No.33-35 8, RT.8/RW.4, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",-6.1859684,106.8280751,1000
JPM105,Masjid An Nur,"JL. Tanah Tinggi, 1 RT 03 RW 02, RT.7/RW.1, Tanah Tinggi, Kec. Johar Baru, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10540",-6.1776592,106.8463101,1000
JPM106,Masjid Al-Fauziah,"Jakarta Pusat 4, RT.3/RW.3, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10160",-6.1787562,106.817037,1000
JPM107,Masjid Al Ihsan BSM,"2.83, Jl. Kebon Sirih No.Raya, RT.2/RW.1, Kb. Sirih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",-6.1836842,106.8237413,1000
JPM108,Masjid At-Taqwa Thamres,"Thamrin Residences, Lt.P3, RT.3, RT.3/RW.8, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",-6.1967674,106.8166378,1000
JPM109,Masjid Suluh Islam,"Jl. Petojo Enclek X No.4, RT.14/RW.7, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10160",-6.1729436,106.8176225,1000
JPM110,Masjid Al-Mahkamah,"Jl. Veteran III No.9-10, RT.2/RW.3, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110",-6.1698,106.8258115,1000
JPM111,Masjid Jamian-Nimah,"Jl. Kebon Kacang III No. 49 RT 008 RW 05 Kebon Kacang Tanah Abang Jakarta Pusat DKI Jakarta, RT.3/RW.4, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240",-6.1890827,106.8177151,1000
JPM112,Masjid Senatama,"Jl. Kramat Kwitang No.8 1, RT.1/RW.7, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420",-6.179857,106.8410779,1000
JPM113,Al Makmur Mosque,"Jl. Kebon Sirih No.98, RT.11/RW.2, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640",-6.1828599,106.825672,1000
JPM114,Masjid Jami' Al-Wustho,"JL. Pintu Air 5, Rt. 03 Rw. 02, Sawah Besar, RT.2/RW.8, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120",-6.1633539,106.8295231,1000
JPM115,Masjid Daarussalaam,"RRCC+MM6, RT.2/RW.3, Gambir, Central Jakarta City, Jakarta 10110",-6.178339,106.8216266,1000
JPM116,Mosque Al Barokah Kemayoran,"Jl. Kepu Dalam IV No.181, RT.14/RW.3, Kemayoran, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10620",-6.1659821,106.8444958,1000
JPM117,Masjid Jami Al Furqon,"Jl. Kb. Kacang XI No.1, RT.15/RW.1, Dukuh Atas, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240",-6.1879249,106.8221355,1000
JPM118,Masjid Baitul Karim,"Jl. Kebun Kacang 14 No.14-16, RT.3/RW.4, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240",-6.1914004,106.8193913,1000
JPM119,Mosque Nurul Hikmah,"Jl. Kebon Kacang 41 No.14 15, RT.15/RW.8, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240",-6.1925029,106.8184899,1000
JPM120,Al-Anwar Mosque,"Jl. Kb. Kacang 1 No.85 05, RT.1/RW.5, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240",-6.1880507,106.8194189,1000
JPM121,Masjid Babussalam,"Jl. Lematang No.33, RT.4/RW.2, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150",-6.1722612,106.8099509,1000
JPM122,Level 8 Thamrin city mall,"thamrin city mall, Jl. Kebon Kacang Raya No.RT.7, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240",-6.1949278,106.8168859,1000
JPM123,Masjid At-Taqwa Metro Atom,"Jl. Ps. Baru No.89-129 1, RT.1/RW.3, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710",-6.1619198,106.8328919,1000
JPM124,Parkir istiqlal,"RRHJ+FXG, Pasar Baru, Sawah Besar, Central Jakarta City, Jakarta 10710",-6.1712976,106.8324544,1000
JPM125,Masjid Al Makmur,"Jl. Jati Baru Raya No.5, RT.7/RW.3, Kp. Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",-6.1838552,106.8131935,1000
JPM126,Masjid Quba (NU),"Jl. Kali Pasir Guru Demar No.7 15, RT.15/RW.1, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",-6.1879754,106.8378359,1000
JPM127,Masjid Al Barkah,"Jl. Lontar Atas No.121, RT.2/RW.12, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",-6.1926406,106.8130936,1000
JPM128,Masjid Nurun Ala Nurin,"Jl. Petojo Selatan I No.20 12 5 12, RT.12/RW.5, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130",-6.1681472,106.8115535,1000
JPM129,Masjid Al Husna,"Jl. Al Habsyi No.10 4, RT.6/RW.7, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240",-6.1902531,106.8145739,1000
JPM130,Masjid An Nur Sawah Besar,"Jl. Pasar Baru Selatan No.11, RT.2/RW.1, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710",-6.1646161,106.8360814,1000
JPM131,Masjid BSI Wisma Mandiri,"Jl. M.H. Thamrin No.5, RT.2/RW.1, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",-6.1835952,106.8237299,1000
JPM132,Masjid Gedung Juang 45,"RR7P+GHP, Jl. Menteng Raya, RT.1/RW.10, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",-6.186162,106.8364466,1000
